iter	MultiClass
317	0.3890193489
318	0.3882317161
319	0.3877782987
320	0.3869014397
321	0.385791408
322	0.3851336053
323	0.3845177785
324	0.3838477975
325	0.3833137044
326	0.3824045797
327	0.3819209361
328	0.3811746754
329	0.3801777067
330	0.379552784
331	0.3788465912
332	0.3780908717
333	0.3774131608
334	0.37648075
335	0.3757862907
336	0.3752827672
337	0.3744907556
338	0.3736323787
339	0.3729343818
340	0.3723893047
341	0.3714854069
342	0.3709332057
343	0.3705203392
344	0.3698488306
345	0.3688514984
346	0.3682465174
347	0.3676416466
348	0.3669281231
349	0.3662274111
350	0.3654555275
351	0.3647590643
352	0.3643899299
353	0.3636960185
354	0.3632701608
355	0.3622390403
356	0.3613365679
357	0.3604747477
358	0.3595358167
359	0.3593073535
360	0.3586747734
361	0.3576229877
362	0.356994272
363	0.356019284
364	0.355348142
365	0.3547618514
366	0.3542054492
367	0.3535890321
368	0.3530524572
369	0.3525264996
370	0.3519544156
371	0.3514066605
372	0.3508722728
373	0.3500265078
374	0.3492503654
375	0.3487973385
376	0.3483029385
377	0.3474065611
378	0.3470992443
379	0.3468041608
380	0.3458962532
381	0.3452419894
382	0.3446008435
383	0.3437702326
384	0.343178518
385	0.3426638042
386	0.3419176233
387	0.3415308387
388	0.3406099427
389	0.3401136452
390	0.3398055969
391	0.339077979
392	0.3382853601
393	0.3378157212
394	0.3368231356
395	0.3365355772
396	0.335683294
397	0.335077307
398	0.3344437382
399	0.333735586
400	0.3333357614
401	0.3325805108
402	0.3320360872
403	0.3314635377
404	0.3309331528
405	0.3303308928
406	0.3300186248
407	0.3297821098
408	0.3294407674
409	0.3290899357
410	0.3284280144
411	0.3279332097
412	0.3273897902
413	0.326718941
414	0.3262483819
415	0.3259169468
416	0.3252767792
417	0.3248125713
418	0.3242154248
419	0.3234111307
420	0.3227869013
421	0.3222012663
422	0.3215501843
423	0.3209987197
424	0.3204401163
425	0.3196629794
426	0.3193698248
427	0.3188893302
428	0.3181110506
429	0.3172672129
430	0.3167954062
431	0.3160264365
432	0.3154894511
433	0.3150256193
434	0.3143910236
435	0.314101039
436	0.313537404
437	0.31315513
438	0.312586166
439	0.312003058
440	0.3111968464
441	0.3108155129
442	0.31052371
443	0.3097274669
444	0.309155802
445	0.3087915358
446	0.3082282094
447	0.3075528282
448	0.3069538405
449	0.3065513997
450	0.3061765328
451	0.3057490677
452	0.3052825219
453	0.3046019636
454	0.3040587566
455	0.3034443342
456	0.3028709662
457	0.3025519496
458	0.30168939
459	0.301218772
460	0.300595178
461	0.3001385325
462	0.2995942
463	0.299050171
464	0.2985099585
465	0.2982865421
466	0.2976383582
467	0.2972782142
468	0.2969825789
469	0.2965301511
470	0.296171872
471	0.2957626862
472	0.2952672358
473	0.294519506
474	0.2940584067
475	0.2935602483
476	0.2929273686
477	0.2924568376
478	0.2920640291
479	0.291511506
480	0.2909662234
481	0.2905683077
482	0.2900222905
483	0.2896628829
484	0.2890644093
485	0.2885047273
486	0.2880845645
487	0.28784961
488	0.2874174422
489	0.2870982233
490	0.2865327522
491	0.286089863
492	0.285669401
493	0.2853120457
494	0.2850158785
495	0.2843645666
496	0.2838723188
497	0.2833641746
498	0.2828962109
499	0.2825664672
500	0.2822270295
501	0.2816060184
502	0.2811109142
503	0.2802819349
504	0.2797094892
505	0.2791415984
506	0.2788050293
507	0.2783288001
508	0.2779152161
509	0.2773245253
510	0.2766352487
511	0.2758265473
512	0.2754244439
513	0.2750182274
514	0.2745359405
515	0.2740832914
516	0.2735257342
517	0.2731107199
518	0.2728256654
519	0.2721405138
520	0.2717553981
521	0.2712490318
522	0.270789256
523	0.2703943731
524	0.2698092532
525	0.2695127354
526	0.2689834461
527	0.268241567
528	0.2677523171
529	0.2672737443
530	0.2669381221
531	0.2664045882
532	0.265658839
533	0.2650542567
534	0.2645917554
535	0.2641346866
536	0.2638808392
537	0.2633492163
538	0.2627934638
539	0.2622482707
540	0.2616909763
541	0.2614694138
542	0.2609487222
543	0.2604766425
544	0.2600547166
545	0.2596975334
546	0.2592247468
547	0.2587460608
548	0.2584269887
549	0.2578805105
550	0.2572072543
551	0.256786997
552	0.2562247714
553	0.2556910879
554	0.2553213385
555	0.2548474283
556	0.2542419133
557	0.2539629718
558	0.2534785605
559	0.2529526929
560	0.2524867163
561	0.2521989929
562	0.2520184208
563	0.251707783
564	0.2514077488
565	0.2511616014
566	0.2509067331
567	0.2505110092
568	0.2502322784
569	0.2497817866
570	0.2494079845
571	0.2490250838
572	0.2485001701
573	0.2482176695
574	0.2478256106
575	0.2472027051
576	0.246774991
577	0.2464613512
578	0.2457948701
579	0.245171286
580	0.2445643502
581	0.2440738924
582	0.2437592541
583	0.2431764056
584	0.2427581536
585	0.2422584967
586	0.2418343299
587	0.2416581484
588	0.2412777777
589	0.2409857763
590	0.2406426138
591	0.2405099337
592	0.2402073032
593	0.2396525989
594	0.2393069448
595	0.2389800152
596	0.2387231223
597	0.2384934144
598	0.2382970508
599	0.2378961015
600	0.2373191026
601	0.236878587
602	0.2365381204
603	0.2362131885
604	0.236054249
605	0.2356951398
606	0.2353720921
607	0.2350219968
608	0.2347665113
609	0.2344841271
610	0.2342946766
611	0.2339746981
612	0.233689296
613	0.2334003324
614	0.2328720084
615	0.2326326161
616	0.2323243734
617	0.2321440697
618	0.2318363605
619	0.2313021869
620	0.2309406398
621	0.2307013856
622	0.230437541
623	0.2298283902
624	0.2294882475
625	0.2289048702
626	0.2287611246
627	0.2284691802
628	0.2279584393
629	0.2273831718
630	0.2268306293
631	0.2264167802
632	0.2262217736
633	0.2257572417
634	0.2254398556
635	0.225152527
636	0.2248328686
637	0.2244973965
638	0.2242923493
639	0.2240254047
640	0.2237467746
641	0.2234796179
642	0.2230146052
643	0.2225704255
644	0.2222572414
645	0.2218998494
646	0.221516685
647	0.2212121561
648	0.2209465577
649	0.2206391834
650	0.2204838864
651	0.2201957101
652	0.2199010587
653	0.2193860791
654	0.2189064624
655	0.2186124869
656	0.2181515673
657	0.2177922342
658	0.2172566925
659	0.2169567489
660	0.2167217143
661	0.2165527768
662	0.2161041573
663	0.2157504086
664	0.2154290423
665	0.2151609635
666	0.214698059
667	0.2142683062
668	0.2139794432
669	0.2136929922
670	0.2134204687
671	0.2131150347
672	0.2126058583
673	0.2122938589
674	0.2119755901
675	0.2116730185
676	0.2113197455
677	0.2109609857
678	0.2105534784
679	0.2102438288
680	0.209953343
681	0.2097617756
682	0.2093939501
683	0.2090325711
684	0.2087666842
685	0.2082933222
686	0.2081632805
687	0.2079597246
688	0.2077316501
689	0.2073627521
690	0.2070059818
691	0.2066035192
692	0.2062025696
693	0.2059029181
694	0.2055095872
695	0.2052573049
696	0.2049277881
697	0.2047153618
698	0.2043049512
699	0.2040535293
700	0.2037130249
701	0.2034729999
702	0.2031648509
703	0.2027545185
704	0.2025019606
705	0.2021906836
706	0.2020396631
707	0.2018278145
708	0.2015501656
709	0.2012630347
710	0.200886432
711	0.2006410732
712	0.200321267
713	0.2000898968
714	0.1997820831
715	0.1994726854
716	0.1992464424
717	0.198755088
718	0.1985111545
719	0.1980703077
720	0.1978636675
721	0.1976130377
722	0.1973189616
723	0.1972524221
724	0.1969381638
725	0.1964249889
726	0.1961393678
727	0.1958315466
728	0.1957011989
729	0.1955363426
730	0.1952618643
731	0.194666111
732	0.1942839631
733	0.1940604303
734	0.1937834561
735	0.1934359637
736	0.1929688381
737	0.1925901215
738	0.1923784763
739	0.1920256074
740	0.1917739161
741	0.1914990074
742	0.1912125463
743	0.1909435874
744	0.1907383985
745	0.1904110238
746	0.190080012
747	0.1898226105
748	0.189395716
749	0.188992086
750	0.1885459098
751	0.1881662457
752	0.187860932
753	0.1876499329
754	0.1873232733
755	0.1870586392
756	0.1867191128
757	0.1865241924
758	0.1862611071
759	0.1861739724
760	0.1858280605
761	0.1855862569
762	0.1852536836
763	0.1850174677
764	0.1846549842
765	0.184426981
766	0.1841923376
767	0.1839615048
768	0.183609998
769	0.1833421779
770	0.1830340543
771	0.1827469387
772	0.1826212499
773	0.1824345974
774	0.1822002727
775	0.1819022346
776	0.1815458067
777	0.1812959235
778	0.1811438822
779	0.1809849526
780	0.1807122997
781	0.1803680434
782	0.1802076499
783	0.1799209766
784	0.1796022489
785	0.1794398637
786	0.1791709878
787	0.1789650778
788	0.1787276606
789	0.1783220836
790	0.1780886456
791	0.1778555911
792	0.1777203987
793	0.1775521466
794	0.1773591449
795	0.1771214173
796	0.1767671374
797	0.1764748695
798	0.1762418317
799	0.1758736661
800	0.1754461194
801	0.1752304907
802	0.1750257742
803	0.1747687165
804	0.174563146
805	0.1742859228
806	0.1740917276
807	0.1739234823
808	0.1736856335
809	0.1733648022
810	0.1731185603
811	0.1730278922
812	0.1726569865
813	0.1723648221
814	0.1722114636
815	0.1717995138
816	0.1716927447
817	0.1714529498
818	0.1711101857
819	0.1707859513
820	0.1706085246
821	0.1704134267
822	0.1702335727
823	0.1700189836
824	0.1697725517
825	0.1693640492
826	0.1691543981
827	0.1688749305
828	0.168715475
829	0.1684482275
830	0.168249849
831	0.1679733862
832	0.1678223798
833	0.167520543
834	0.1672640909
835	0.1670172286
836	0.1668449323
837	0.1665919939
838	0.1663687464
839	0.16604189
840	0.1657404193
841	0.1654496052
842	0.1652400166
843	0.1650167684
844	0.1648145098
845	0.1644503646
846	0.1643257459
847	0.1641998684
848	0.1640165707
849	0.1637374315
850	0.1635131502
851	0.1633713936
852	0.1632166059
853	0.1629314131
854	0.1627386911
855	0.162556574
856	0.1621722483
857	0.161905259
858	0.1616564513
859	0.1613402733
860	0.1610733863
861	0.1608167369
862	0.1607035268
863	0.160455008
864	0.1602630908
865	0.16007861
866	0.1599354435
867	0.1597634921
868	0.1594752253
869	0.1591696346
870	0.1589622114
871	0.1586905602
872	0.1585457725
873	0.1583152755
874	0.1581581605
875	0.1579827402
876	0.1576310619
877	0.1573507619
878	0.1570118779
879	0.1567719111
880	0.156460565
881	0.1561667872
882	0.156008847
883	0.1558826802
884	0.1557231799
885	0.1555313196
886	0.1553887559
887	0.1552847344
888	0.1549466173
889	0.1547535542
890	0.1545131067
891	0.1542405107
892	0.1539854862
893	0.1535912138
894	0.1534408337
895	0.1532807558
896	0.1531731657
897	0.1530064903
898	0.1528947435
899	0.152645139
900	0.1524205892
901	0.1523099135
902	0.1520416855
903	0.1518263616
904	0.1514698473
905	0.1510208462
906	0.1508709342
907	0.150590375
908	0.1504437891
909	0.1503343201
910	0.150138717
911	0.1500242847
912	0.1498428386
913	0.1496081691
914	0.1494464489
915	0.1492341085
916	0.1490584344
917	0.1489261797
918	0.1487820098
919	0.148578319
920	0.1483296647
921	0.1481177204
922	0.1479025096
923	0.1477076558
924	0.1475573875
925	0.1473174531
926	0.1471645326
927	0.1470611841
928	0.1469096582
929	0.1465186469
930	0.1463457214
931	0.1461364583
932	0.1460047337
933	0.1457943571
934	0.1455416283
935	0.1453246704
936	0.1451149111
937	0.144863529
938	0.1446679281
939	0.1444214625
940	0.1442531559
941	0.1440813198
942	0.1439146078
943	0.1435677369
944	0.1433958763
945	0.1431504757
946	0.1429417296
947	0.1428061691
948	0.1426276216
949	0.1424471158
950	0.1422880827
951	0.1422075057
952	0.1420819272
953	0.1418530945
954	0.1417416716
955	0.1415138988
956	0.1413634574
957	0.1411920895
958	0.1410424411
959	0.1408713602
960	0.140644159
961	0.1404709699
962	0.1403150773
963	0.1401246222
964	0.1400400636
965	0.1398899575
966	0.1396111934
967	0.1393787846
968	0.1392308541
969	0.1390245265
970	0.1388278546
971	0.1385565031
972	0.1384685107
973	0.1383192139
974	0.138185687
975	0.1380213042
976	0.1378832964
977	0.1375981112
978	0.1374939297
979	0.1372936548
980	0.1370329879
981	0.1367833649
982	0.1366849032
983	0.1364980648
984	0.1362665799
985	0.1361450055
986	0.1360115395
987	0.1357525591
988	0.1355837958
989	0.1353322148
990	0.1352438009
991	0.1351198866
992	0.1349705963
993	0.1348039434
994	0.1346187717
995	0.1344616054
996	0.1343738549
997	0.1342824965
998	0.1340647093
999	0.1338799741
